MinX,MaxX,MinY,MaxY
135.5,135.6,-12.3,-12.2
135.6,135.7,-12.3,-12.2
135.7,135.8,-12.3,-12.2
135.8,135.9,-12.3,-12.2
135.9,136.0,-12.3,-12.2
136.0,136.1,-12.3,-12.2
136.2,136.3,-12.3,-12.2
136.3,136.4,-12.3,-12.2
136.4,136.5,-12.3,-12.2
136.5,136.6,-12.3,-12.2
136.6,136.7,-12.3,-12.2
136.7,136.8,-12.3,-12.2
136.8,136.9,-12.3,-12.2
136.9,137.0,-12.3,-12.2
134.1,134.2,-12.4,-12.3
134.9,135.0,-12.4,-12.3
135.0,135.1,-12.4,-12.3
135.1,135.2,-12.4,-12.3
135.2,135.3,-12.4,-12.3
135.3,135.4,-12.4,-12.3
135.6,135.7,-12.4,-12.3
135.7,135.8,-12.4,-12.3
135.8,135.9,-12.4,-12.3
135.9,136.0,-12.4,-12.3
136.0,136.1,-12.4,-12.3
136.1,136.2,-12.4,-12.3
136.2,136.3,-12.4,-12.3
136.3,136.4,-12.4,-12.3
136.4,136.5,-12.4,-12.3
136.6,136.7,-12.4,-12.3
136.7,136.8,-12.4,-12.3
136.8,136.9,-12.4,-12.3
136.9,137.0,-12.4,-12.3
135.0,135.1,-12.5,-12.4
135.3,135.4,-12.5,-12.4
135.6,135.7,-12.5,-12.4
135.8,135.9,-12.5,-12.4
135.9,136.0,-12.5,-12.4
136.0,136.1,-12.5,-12.4
136.1,136.2,-12.5,-12.4
136.2,136.3,-12.5,-12.4
136.3,136.4,-12.5,-12.4
136.7,136.8,-12.5,-12.4
136.8,136.9,-12.5,-12.4
135.9,136.0,-12.6,-12.5
136.0,136.1,-12.6,-12.5
136.1,136.2,-12.6,-12.5
136.2,136.3,-12.6,-12.5
136.6,136.7,-12.6,-12.5
136.7,136.8,-12.6,-12.5
136.1,136.2,-12.7,-12.6
136.2,136.3,-12.7,-12.6
136.5,136.6,-12.7,-12.6
136.6,136.7,-12.7,-12.6
136.4,136.5,-12.8,-12.7
136.5,136.6,-12.8,-12.7
136.6,136.7,-12.8,-12.7
136.4,136.5,-12.9,-12.8
136.5,136.6,-12.9,-12.8
136.6,136.7,-12.9,-12.8
136.4,136.5,-13.0,-12.9
136.5,136.6,-13.0,-12.9
136.1,136.2,-13.1,-13.0
136.2,136.3,-13.1,-13.0
136.3,136.4,-13.1,-13.0
136.4,136.5,-13.1,-13.0
136.5,136.6,-13.1,-13.0
135.9,136.0,-13.2,-13.1
136.0,136.1,-13.2,-13.1
136.1,136.2,-13.2,-13.1
136.2,136.3,-13.2,-13.1
136.3,136.4,-13.2,-13.1
136.4,136.5,-13.2,-13.1
136.5,136.6,-13.2,-13.1
135.8,135.9,-13.3,-13.2
135.9,136.0,-13.3,-13.2
136.0,136.1,-13.3,-13.2
136.1,136.2,-13.3,-13.2
136.2,136.3,-13.3,-13.2
136.3,136.4,-13.3,-13.2
136.4,136.5,-13.3,-13.2
135.8,135.9,-13.4,-13.3
135.9,136.0,-13.4,-13.3
136.0,136.1,-13.4,-13.3
136.1,136.2,-13.4,-13.3
135.8,135.9,-13.5,-13.4
135.9,136.0,-13.5,-13.4
136.0,136.1,-13.5,-13.4
136.1,136.2,-13.5,-13.4
135.7,135.8,-13.6,-13.5
135.8,135.9,-13.6,-13.5
136.1,136.2,-13.6,-13.5
136.2,136.3,-13.6,-13.5
135.7,135.8,-13.7,-13.6
135.8,135.9,-13.7,-13.6
135.9,136.0,-13.7,-13.6
136.0,136.1,-13.7,-13.6
136.1,136.2,-13.7,-13.6
136.2,136.3,-13.7,-13.6
136.5,136.6,-13.7,-13.6
136.6,136.7,-13.7,-13.6
136.9,137.0,-13.7,-13.6
135.8,135.9,-13.8,-13.7
135.9,136.0,-13.8,-13.7
136.0,136.1,-13.8,-13.7
136.1,136.2,-13.8,-13.7
136.2,136.3,-13.8,-13.7
136.4,136.5,-13.8,-13.7
136.5,136.6,-13.8,-13.7
136.6,136.7,-13.8,-13.7
136.8,136.9,-13.8,-13.7
136.1,136.2,-13.9,-13.8
136.3,136.4,-13.9,-13.8
136.4,136.5,-13.9,-13.8
136.5,136.6,-13.9,-13.8
136.6,136.7,-13.9,-13.8
136.7,136.8,-13.9,-13.8
136.8,136.9,-13.9,-13.8
135.8,135.9,-14.0,-13.9
135.9,136.0,-14.0,-13.9
136.4,136.5,-14.0,-13.9
136.7,136.8,-14.0,-13.9
135.8,135.9,-14.1,-14.0
135.9,136.0,-14.1,-14.0
135.7,135.8,-14.2,-14.1
135.8,135.9,-14.2,-14.1
135.9,136.0,-14.2,-14.1
135.6,135.7,-14.3,-14.2
135.7,135.8,-14.3,-14.2
135.8,135.9,-14.3,-14.2
135.5,135.6,-14.4,-14.3
135.6,135.7,-14.4,-14.3
135.7,135.8,-14.4,-14.3
135.5,135.6,-14.5,-14.4
135.6,135.7,-14.5,-14.4
135.2,135.3,-14.6,-14.5
135.3,135.4,-14.6,-14.5
135.5,135.6,-14.6,-14.5
135.6,135.7,-14.6,-14.5
135.2,135.3,-14.7,-14.6
135.3,135.4,-14.7,-14.6
135.4,135.5,-14.7,-14.6
135.5,135.6,-14.7,-14.6
135.0,135.1,-14.8,-14.7
135.1,135.2,-14.8,-14.7
135.2,135.3,-14.8,-14.7
135.3,135.4,-14.8,-14.7
135.4,135.5,-14.8,-14.7
135.0,135.1,-14.9,-14.8
135.1,135.2,-14.9,-14.8
135.3,135.4,-14.9,-14.8
135.4,135.5,-14.9,-14.8
135.6,135.7,-14.9,-14.8
135.7,135.8,-14.9,-14.8
135.3,135.4,-15.0,-14.9
135.4,135.5,-15.0,-14.9
135.5,135.6,-15.0,-14.9
135.4,135.5,-15.1,-15.0
135.5,135.6,-15.1,-15.0
135.6,135.7,-15.1,-15.0
135.7,135.8,-15.1,-15.0
135.5,135.6,-15.2,-15.1
135.6,135.7,-15.2,-15.1
135.7,135.8,-15.2,-15.1
135.8,135.9,-15.2,-15.1
135.4,135.5,-15.3,-15.2
135.5,135.6,-15.3,-15.2
135.6,135.7,-15.3,-15.2
135.8,135.9,-15.3,-15.2
135.9,136.0,-15.3,-15.2
136.0,136.1,-15.3,-15.2
135.3,135.4,-15.4,-15.3
135.4,135.5,-15.4,-15.3
135.5,135.6,-15.4,-15.3
135.9,136.0,-15.4,-15.3
136.0,136.1,-15.4,-15.3
136.1,136.2,-15.4,-15.3
136.2,136.3,-15.4,-15.3
136.1,136.2,-15.5,-15.4
136.2,136.3,-15.5,-15.4
136.2,136.3,-15.6,-15.5
136.3,136.4,-15.6,-15.5
136.5,136.6,-15.6,-15.5
136.6,136.7,-15.6,-15.5
136.7,136.8,-15.6,-15.5
136.8,136.9,-15.6,-15.5
136.9,137.0,-15.6,-15.5
136.2,136.3,-15.7,-15.6
136.3,136.4,-15.7,-15.6
136.4,136.5,-15.7,-15.6
136.5,136.6,-15.7,-15.6
136.6,136.7,-15.7,-15.6
136.7,136.8,-15.7,-15.6
136.8,136.9,-15.7,-15.6
136.9,137.0,-15.7,-15.6
137.0,137.1,-15.7,-15.6
136.4,136.5,-15.8,-15.7
136.5,136.6,-15.8,-15.7
136.6,136.7,-15.8,-15.7
136.7,136.8,-15.8,-15.7
136.8,136.9,-15.8,-15.7
136.9,137.0,-15.8,-15.7
137.0,137.1,-15.8,-15.7
136.4,136.5,-15.9,-15.8
136.5,136.6,-15.9,-15.8
136.6,136.7,-15.9,-15.8
136.7,136.8,-15.9,-15.8
136.9,137.0,-15.9,-15.8
137.0,137.1,-15.9,-15.8
136.4,136.5,-16.0,-15.9
136.5,136.6,-16.0,-15.9
136.6,136.7,-16.0,-15.9
136.7,136.8,-16.0,-15.9
136.8,136.9,-16.0,-15.9
136.9,137.0,-16.0,-15.9
137.0,137.1,-16.0,-15.9
137.1,137.2,-16.0,-15.9
137.2,137.3,-16.0,-15.9
136.6,136.7,-16.1,-16.0
136.7,136.8,-16.1,-16.0
136.8,136.9,-16.1,-16.0
136.9,137.0,-16.1,-16.0
137.0,137.1,-16.1,-16.0
137.1,137.2,-16.1,-16.0
137.2,137.3,-16.1,-16.0
137.3,137.4,-16.1,-16.0
137.1,137.2,-16.2,-16.1
137.2,137.3,-16.2,-16.1
137.3,137.4,-16.2,-16.1
137.4,137.5,-16.2,-16.1
137.5,137.6,-16.2,-16.1
137.6,137.7,-16.2,-16.1
137.1,137.2,-16.3,-16.2
137.3,137.4,-16.3,-16.2
137.4,137.5,-16.3,-16.2
137.5,137.6,-16.3,-16.2
137.6,137.7,-16.3,-16.2
137.7,137.8,-16.3,-16.2
137.6,137.7,-16.4,-16.3
137.7,137.8,-16.4,-16.3
137.8,137.9,-16.4,-16.3
137.6,137.7,-16.5,-16.4
137.7,137.8,-16.5,-16.4
137.8,137.9,-16.5,-16.4
137.9,138.0,-16.5,-16.4
139.2,139.3,-16.5,-16.4
139.3,139.4,-16.5,-16.4
139.4,139.5,-16.5,-16.4
139.5,139.6,-16.5,-16.4
139.6,139.7,-16.5,-16.4
139.7,139.8,-16.5,-16.4
137.9,138.0,-16.6,-16.5
138.0,138.1,-16.6,-16.5
139.3,139.4,-16.6,-16.5
139.4,139.5,-16.6,-16.5
139.5,139.6,-16.6,-16.5
139.6,139.7,-16.6,-16.5
139.7,139.8,-16.6,-16.5
138.0,138.1,-16.7,-16.6
138.1,138.2,-16.7,-16.6
139.1,139.2,-16.7,-16.6
139.2,139.3,-16.7,-16.6
139.3,139.4,-16.7,-16.6
139.4,139.5,-16.7,-16.6
138.0,138.1,-16.8,-16.7
138.1,138.2,-16.8,-16.7
138.2,138.3,-16.8,-16.7
138.3,138.4,-16.8,-16.7
138.4,138.5,-16.8,-16.7
138.5,138.6,-16.8,-16.7
138.6,138.7,-16.8,-16.7
139.1,139.2,-16.8,-16.7
139.2,139.3,-16.8,-16.7
139.3,139.4,-16.8,-16.7
139.4,139.5,-16.8,-16.7
138.2,138.3,-16.9,-16.8
138.3,138.4,-16.9,-16.8
138.4,138.5,-16.9,-16.8
138.5,138.6,-16.9,-16.8
138.6,138.7,-16.9,-16.8
138.7,138.8,-16.9,-16.8
138.8,138.9,-16.9,-16.8
138.9,139.0,-16.9,-16.8
139.0,139.1,-16.9,-16.8
139.1,139.2,-16.9,-16.8
138.8,138.9,-17.0,-16.9
138.9,139.0,-17.0,-16.9
139.0,139.1,-17.0,-16.9
139.2,139.3,-17.0,-16.9
139.4,139.5,-17.0,-16.9
139.5,139.6,-17.0,-16.9
142.0,142.1,-10.1,-10.0
142.1,142.2,-10.1,-10.0
142.0,142.1,-10.2,-10.1
142.1,142.2,-10.2,-10.1
142.2,142.3,-10.2,-10.1
142.3,142.4,-10.2,-10.1
142.1,142.2,-10.3,-10.2
142.2,142.3,-10.3,-10.2
142.3,142.4,-10.3,-10.2
142.0,142.1,-10.4,-10.3
142.1,142.2,-10.6,-10.5
142.2,142.3,-10.6,-10.5
142.3,142.4,-10.6,-10.5
142.6,142.7,-10.6,-10.5
142.1,142.2,-10.7,-10.6
142.2,142.3,-10.7,-10.6
142.3,142.4,-10.7,-10.6
142.5,142.6,-10.7,-10.6
142.6,142.7,-10.7,-10.6
142.1,142.2,-10.8,-10.7
142.2,142.3,-10.8,-10.7
142.3,142.4,-10.8,-10.7
142.4,142.5,-10.8,-10.7
142.5,142.6,-10.8,-10.7
142.6,142.7,-10.8,-10.7
142.3,142.4,-10.9,-10.8
142.4,142.5,-10.9,-10.8
142.5,142.6,-10.9,-10.8
142.6,142.7,-10.9,-10.8
142.1,142.2,-11.0,-10.9
142.2,142.3,-11.0,-10.9
142.3,142.4,-11.0,-10.9
142.4,142.5,-11.0,-10.9
142.5,142.6,-11.0,-10.9
142.6,142.7,-11.0,-10.9
142.7,142.8,-11.0,-10.9
142.1,142.2,-11.1,-11.0
142.3,142.4,-11.1,-11.0
142.4,142.5,-11.1,-11.0
142.5,142.6,-11.1,-11.0
142.6,142.7,-11.1,-11.0
142.7,142.8,-11.1,-11.0
142.1,142.2,-11.2,-11.1
142.1,142.2,-11.3,-11.2
142.7,142.8,-11.3,-11.2
142.8,142.9,-11.3,-11.2
142.1,142.2,-11.4,-11.3
142.0,142.1,-11.5,-11.4
142.1,142.2,-11.5,-11.4
142.8,142.9,-11.5,-11.4
142.0,142.1,-11.6,-11.5
142.1,142.2,-11.6,-11.5
142.8,142.9,-11.6,-11.5
142.0,142.1,-11.7,-11.6
142.1,142.2,-11.7,-11.6
142.8,142.9,-11.7,-11.6
141.9,142.0,-11.8,-11.7
142.0,142.1,-11.8,-11.7
142.1,142.2,-11.8,-11.7
142.8,142.9,-11.8,-11.7
141.9,142.0,-11.9,-11.8
142.0,142.1,-11.9,-11.8
142.1,142.2,-11.9,-11.8
142.8,142.9,-11.9,-11.8
142.9,143.0,-11.9,-11.8
141.8,141.9,-12.0,-11.9
141.9,142.0,-12.0,-11.9
142.0,142.1,-12.0,-11.9
142.1,142.2,-12.0,-11.9
142.2,142.3,-12.0,-11.9
142.9,143.0,-12.0,-11.9
141.7,141.8,-12.1,-12.0
141.8,141.9,-12.1,-12.0
141.9,142.0,-12.1,-12.0
142.0,142.1,-12.1,-12.0
142.1,142.2,-12.1,-12.0
142.2,142.3,-12.1,-12.0
141.7,141.8,-12.2,-12.1
141.8,141.9,-12.2,-12.1
141.9,142.0,-12.2,-12.1
142.0,142.1,-12.2,-12.1
142.2,142.3,-12.2,-12.1
141.7,141.8,-12.3,-12.2
141.8,141.9,-12.3,-12.2
141.9,142.0,-12.3,-12.2
142.0,142.1,-12.3,-12.2
142.1,142.2,-12.3,-12.2
141.6,141.7,-12.4,-12.3
141.7,141.8,-12.4,-12.3
141.8,141.9,-12.4,-12.3
141.9,142.0,-12.4,-12.3
142.0,142.1,-12.4,-12.3
141.6,141.7,-12.5,-12.4
141.7,141.8,-12.5,-12.4
141.8,141.9,-12.5,-12.4
142.0,142.1,-12.5,-12.4
141.6,141.7,-12.6,-12.5
141.7,141.8,-12.6,-12.5
141.8,141.9,-12.6,-12.5
141.9,142.0,-12.6,-12.5
142.0,142.1,-12.6,-12.5
142.1,142.2,-12.6,-12.5
141.8,141.9,-12.7,-12.6
141.9,142.0,-12.7,-12.6
142.0,142.1,-12.7,-12.6
141.7,141.8,-12.8,-12.7
141.8,141.9,-12.8,-12.7
141.9,142.0,-12.8,-12.7
142.0,142.1,-12.8,-12.7
142.1,142.2,-12.8,-12.7
141.7,141.8,-12.9,-12.8
141.8,141.9,-12.9,-12.8
141.9,142.0,-12.9,-12.8
142.0,142.1,-12.9,-12.8
141.6,141.7,-13.0,-12.9
141.8,141.9,-13.0,-12.9
141.9,142.0,-13.0,-12.9
142.0,142.1,-13.0,-12.9
141.6,141.7,-13.1,-13.0
141.6,141.7,-13.3,-13.2
141.7,141.8,-13.3,-13.2
141.6,141.7,-13.4,-13.3
141.7,141.8,-13.4,-13.3
141.8,141.9,-13.4,-13.3
141.5,141.6,-13.5,-13.4
141.6,141.7,-13.5,-13.4
141.7,141.8,-13.5,-13.4
141.8,141.9,-13.5,-13.4
141.5,141.6,-13.6,-13.5
141.6,141.7,-13.6,-13.5
141.7,141.8,-13.6,-13.5
141.5,141.6,-13.7,-13.6
141.6,141.7,-13.7,-13.6
141.7,141.8,-13.7,-13.6
141.4,141.5,-13.8,-13.7
141.4,141.5,-13.9,-13.8
141.5,141.6,-13.9,-13.8
141.4,141.5,-14.0,-13.9
141.5,141.6,-14.0,-13.9
141.5,141.6,-14.1,-14.0
141.6,141.7,-14.1,-14.0
141.5,141.6,-14.2,-14.1
141.6,141.7,-14.2,-14.1
141.7,141.8,-14.2,-14.1
141.5,141.6,-14.3,-14.2
141.6,141.7,-14.3,-14.2
141.7,141.8,-14.3,-14.2
141.5,141.6,-14.4,-14.3
141.5,141.6,-14.5,-14.4
141.5,141.6,-14.6,-14.5
141.5,141.6,-14.7,-14.6
141.6,141.7,-14.7,-14.6
141.5,141.6,-14.8,-14.7
141.6,141.7,-14.8,-14.7
141.5,141.6,-14.9,-14.8
141.6,141.7,-14.9,-14.8
141.6,141.7,-15.0,-14.9
141.6,141.7,-15.1,-15.0
141.7,141.8,-15.1,-15.0
141.5,141.6,-15.2,-15.1
141.6,141.7,-15.2,-15.1
141.7,141.8,-15.2,-15.1
141.5,141.6,-15.3,-15.2
141.6,141.7,-15.3,-15.2
141.7,141.8,-15.3,-15.2
141.5,141.6,-15.4,-15.3
141.6,141.7,-15.4,-15.3
141.7,141.8,-15.4,-15.3
141.4,141.5,-15.5,-15.4
141.5,141.6,-15.5,-15.4
141.6,141.7,-15.5,-15.4
141.4,141.5,-15.6,-15.5
141.5,141.6,-15.6,-15.5
141.4,141.5,-15.7,-15.6
141.4,141.5,-15.8,-15.7
141.5,141.6,-15.8,-15.7
141.6,141.7,-15.8,-15.7
141.3,141.4,-15.9,-15.8
141.4,141.5,-15.9,-15.8
141.5,141.6,-15.9,-15.8
141.6,141.7,-15.9,-15.8
141.3,141.4,-16.0,-15.9
141.4,141.5,-16.0,-15.9
141.5,141.6,-16.0,-15.9
141.4,141.5,-16.1,-16.0
141.5,141.6,-16.1,-16.0
141.3,141.4,-16.2,-16.1
141.4,141.5,-16.2,-16.1
141.3,141.4,-16.3,-16.2
141.2,141.3,-16.4,-16.3
141.3,141.4,-16.4,-16.3
141.4,141.5,-16.4,-16.3
141.2,141.3,-16.5,-16.4
141.3,141.4,-16.5,-16.4
141.4,141.5,-16.5,-16.4
141.2,141.3,-16.6,-16.5
141.3,141.4,-16.6,-16.5
141.4,141.5,-16.6,-16.5
141.1,141.2,-16.7,-16.6
141.2,141.3,-16.7,-16.6
141.3,141.4,-16.7,-16.6
141.0,141.1,-16.8,-16.7
141.1,141.2,-16.8,-16.7
141.2,141.3,-16.8,-16.7
141.3,141.4,-16.8,-16.7
141.0,141.1,-16.9,-16.8
141.1,141.2,-16.9,-16.8
141.2,141.3,-16.9,-16.8
141.0,141.1,-17.0,-16.9
141.1,141.2,-17.0,-16.9
139.0,139.1,-17.1,-17.0
139.1,139.2,-17.1,-17.0
139.2,139.3,-17.1,-17.0
139.3,139.4,-17.1,-17.0
139.4,139.5,-17.1,-17.0
139.5,139.6,-17.1,-17.0
140.9,141.0,-17.1,-17.0
141.0,141.1,-17.1,-17.0
141.1,141.2,-17.1,-17.0
139.1,139.2,-17.2,-17.1
139.4,139.5,-17.2,-17.1
139.5,139.6,-17.2,-17.1
139.6,139.7,-17.2,-17.1
140.9,141.0,-17.2,-17.1
141.0,141.1,-17.2,-17.1
141.1,141.2,-17.2,-17.1
139.1,139.2,-17.3,-17.2
139.2,139.3,-17.3,-17.2
140.9,141.0,-17.3,-17.2
141.0,141.1,-17.3,-17.2
141.1,141.2,-17.3,-17.2
139.1,139.2,-17.4,-17.3
139.2,139.3,-17.4,-17.3
139.3,139.4,-17.4,-17.3
139.4,139.5,-17.4,-17.3
140.8,140.9,-17.4,-17.3
140.9,141.0,-17.4,-17.3
139.3,139.4,-17.5,-17.4
139.4,139.5,-17.5,-17.4
139.5,139.6,-17.5,-17.4
140.7,140.8,-17.5,-17.4
140.8,140.9,-17.5,-17.4
140.9,141.0,-17.5,-17.4
141.0,141.1,-17.5,-17.4
139.3,139.4,-17.6,-17.5
139.4,139.5,-17.6,-17.5
139.5,139.6,-17.6,-17.5
139.6,139.7,-17.6,-17.5
139.7,139.8,-17.6,-17.5
139.8,139.9,-17.6,-17.5
140.5,140.6,-17.6,-17.5
140.6,140.7,-17.6,-17.5
140.7,140.8,-17.6,-17.5
140.8,140.9,-17.6,-17.5
140.9,141.0,-17.6,-17.5
141.0,141.1,-17.6,-17.5
139.3,139.4,-17.7,-17.6
139.4,139.5,-17.7,-17.6
139.5,139.6,-17.7,-17.6
139.6,139.7,-17.7,-17.6
139.7,139.8,-17.7,-17.6
139.8,139.9,-17.7,-17.6
139.9,140.0,-17.7,-17.6
140.2,140.3,-17.7,-17.6
140.3,140.4,-17.7,-17.6
140.4,140.5,-17.7,-17.6
140.5,140.6,-17.7,-17.6
140.6,140.7,-17.7,-17.6
140.7,140.8,-17.7,-17.6
140.8,140.9,-17.7,-17.6
140.9,141.0,-17.7,-17.6
141.0,141.1,-17.7,-17.6
141.1,141.2,-17.7,-17.6
139.5,139.6,-17.8,-17.7
139.6,139.7,-17.8,-17.7
139.7,139.8,-17.8,-17.7
139.8,139.9,-17.8,-17.7
139.9,140.0,-17.8,-17.7
140.0,140.1,-17.8,-17.7
140.1,140.2,-17.8,-17.7
140.2,140.3,-17.8,-17.7
140.3,140.4,-17.8,-17.7
140.4,140.5,-17.8,-17.7
140.6,140.7,-17.8,-17.7
140.7,140.8,-17.8,-17.7
140.8,140.9,-17.8,-17.7
139.6,139.7,-17.9,-17.8
139.7,139.8,-17.9,-17.8
142.0,142.1,-10.1,-10.0
142.1,142.2,-10.1,-10.0
142.0,142.1,-10.2,-10.1
142.1,142.2,-10.2,-10.1
142.2,142.3,-10.2,-10.1
142.3,142.4,-10.2,-10.1
142.1,142.2,-10.3,-10.2
142.2,142.3,-10.3,-10.2
142.3,142.4,-10.3,-10.2
142.0,142.1,-10.4,-10.3
142.1,142.2,-10.6,-10.5
142.2,142.3,-10.6,-10.5
142.3,142.4,-10.6,-10.5
142.6,142.7,-10.6,-10.5
142.1,142.2,-10.7,-10.6
142.2,142.3,-10.7,-10.6
142.3,142.4,-10.7,-10.6
142.5,142.6,-10.7,-10.6
142.6,142.7,-10.7,-10.6
142.1,142.2,-10.8,-10.7
142.2,142.3,-10.8,-10.7
142.3,142.4,-10.8,-10.7
142.4,142.5,-10.8,-10.7
142.5,142.6,-10.8,-10.7
142.6,142.7,-10.8,-10.7
142.3,142.4,-10.9,-10.8
142.4,142.5,-10.9,-10.8
142.5,142.6,-10.9,-10.8
142.6,142.7,-10.9,-10.8
142.1,142.2,-11.0,-10.9
142.2,142.3,-11.0,-10.9
142.3,142.4,-11.0,-10.9
142.4,142.5,-11.0,-10.9
142.5,142.6,-11.0,-10.9
142.6,142.7,-11.0,-10.9
142.7,142.8,-11.0,-10.9
142.1,142.2,-11.1,-11.0
142.3,142.4,-11.1,-11.0
142.4,142.5,-11.1,-11.0
142.5,142.6,-11.1,-11.0
142.6,142.7,-11.1,-11.0
142.7,142.8,-11.1,-11.0
142.1,142.2,-11.2,-11.1
142.1,142.2,-11.3,-11.2
142.7,142.8,-11.3,-11.2
142.8,142.9,-11.3,-11.2
142.1,142.2,-11.4,-11.3
142.0,142.1,-11.5,-11.4
142.1,142.2,-11.5,-11.4
142.8,142.9,-11.5,-11.4
142.0,142.1,-11.6,-11.5
142.1,142.2,-11.6,-11.5
142.8,142.9,-11.6,-11.5
142.0,142.1,-11.7,-11.6
142.1,142.2,-11.7,-11.6
142.8,142.9,-11.7,-11.6
142.0,142.1,-11.8,-11.7
142.1,142.2,-11.8,-11.7
142.8,142.9,-11.8,-11.7
143.0,143.1,-11.8,-11.7
142.0,142.1,-11.9,-11.8
142.1,142.2,-11.9,-11.8
142.8,142.9,-11.9,-11.8
142.9,143.0,-11.9,-11.8
143.0,143.1,-11.9,-11.8
143.1,143.2,-11.9,-11.8
142.9,143.0,-12.0,-11.9
143.0,143.1,-12.0,-11.9
143.1,143.2,-12.0,-11.9
143.2,143.3,-12.0,-11.9
143.1,143.2,-12.1,-12.0
143.0,143.1,-12.2,-12.1
143.0,143.1,-12.3,-12.2
143.0,143.1,-12.4,-12.3
143.1,143.2,-12.4,-12.3
143.2,143.3,-12.4,-12.3
143.2,143.3,-12.5,-12.4
143.2,143.3,-12.6,-12.5
143.3,143.4,-12.6,-12.5
143.4,143.5,-12.6,-12.5
143.3,143.4,-12.7,-12.6
143.4,143.5,-12.7,-12.6
143.3,143.4,-12.8,-12.7
143.4,143.5,-12.8,-12.7
143.3,143.4,-12.9,-12.8
143.4,143.5,-12.9,-12.8
143.5,143.6,-12.9,-12.8
143.3,143.4,-13.0,-12.9
143.4,143.5,-13.0,-12.9
143.5,143.6,-13.0,-12.9
143.4,143.5,-13.1,-13.0
143.5,143.6,-13.1,-13.0
143.4,143.5,-13.2,-13.1
143.5,143.6,-13.2,-13.1
143.5,143.6,-13.3,-13.2
143.5,143.6,-13.4,-13.3
143.5,143.6,-13.5,-13.4
143.4,143.5,-13.6,-13.5
143.5,143.6,-13.6,-13.5
143.5,143.6,-13.7,-13.6
143.6,143.7,-13.7,-13.6
143.5,143.6,-13.8,-13.7
143.6,143.7,-13.8,-13.7
143.5,143.6,-13.9,-13.8
143.7,143.8,-13.9,-13.8
143.5,143.6,-14.0,-13.9
143.6,143.7,-14.0,-13.9
143.7,143.8,-14.0,-13.9
143.6,143.7,-14.1,-14.0
144.2,144.3,-14.1,-14.0
144.3,144.4,-14.1,-14.0
143.6,143.7,-14.2,-14.1
143.7,143.8,-14.2,-14.1
144.2,144.3,-14.2,-14.1
144.3,144.4,-14.2,-14.1
144.5,144.6,-14.2,-14.1
143.6,143.7,-14.3,-14.2
143.7,143.8,-14.3,-14.2
144.1,144.2,-14.3,-14.2
144.2,144.3,-14.3,-14.2
144.3,144.4,-14.3,-14.2
144.4,144.5,-14.3,-14.2
144.5,144.6,-14.3,-14.2
143.7,143.8,-14.4,-14.3
144.1,144.2,-14.4,-14.3
144.2,144.3,-14.4,-14.3
144.3,144.4,-14.4,-14.3
144.4,144.5,-14.4,-14.3
144.5,144.6,-14.4,-14.3
144.6,144.7,-14.4,-14.3
143.7,143.8,-14.5,-14.4
143.8,143.9,-14.5,-14.4
143.9,144.0,-14.5,-14.4
144.0,144.1,-14.5,-14.4
144.1,144.2,-14.5,-14.4
144.2,144.3,-14.5,-14.4
144.6,144.7,-14.5,-14.4
144.8,144.9,-14.5,-14.4
144.9,145.0,-14.5,-14.4
143.8,143.9,-14.6,-14.5
143.9,144.0,-14.6,-14.5
144.0,144.1,-14.6,-14.5
144.1,144.2,-14.6,-14.5
144.2,144.3,-14.6,-14.5
144.6,144.7,-14.6,-14.5
144.7,144.8,-14.6,-14.5
144.8,144.9,-14.6,-14.5
144.9,145.0,-14.6,-14.5
143.9,144.0,-14.7,-14.6
144.0,144.1,-14.7,-14.6
144.1,144.2,-14.7,-14.6
144.7,144.8,-14.7,-14.6
144.8,144.9,-14.7,-14.6
144.9,145.0,-14.7,-14.6
145.2,145.3,-14.7,-14.6
145.4,145.5,-14.7,-14.6
144.0,144.1,-14.8,-14.7
144.9,145.0,-14.8,-14.7
145.0,145.1,-14.8,-14.7
145.1,145.2,-14.8,-14.7
145.2,145.3,-14.8,-14.7
144.9,145.0,-14.9,-14.8
145.0,145.1,-14.9,-14.8
145.1,145.2,-14.9,-14.8
145.2,145.3,-14.9,-14.8
145.2,145.3,-15.0,-14.9
145.3,145.4,-15.0,-14.9
145.3,145.4,-15.1,-15.0
145.4,145.5,-15.1,-15.0
145.2,145.3,-15.2,-15.1
145.4,145.5,-15.2,-15.1
145.2,145.3,-15.3,-15.2
145.3,145.4,-15.3,-15.2
145.1,145.2,-15.5,-15.4
145.2,145.3,-15.5,-15.4
145.2,145.3,-15.6,-15.5
145.3,145.4,-15.6,-15.5
145.3,145.4,-15.7,-15.6
145.3,145.4,-15.8,-15.7
145.4,145.5,-15.8,-15.7
145.3,145.4,-15.9,-15.8
145.3,145.4,-16.0,-15.9
145.4,145.5,-16.0,-15.9
145.4,145.5,-16.1,-16.0
145.4,145.5,-16.2,-16.1
145.3,145.4,-16.3,-16.2
145.4,145.5,-16.3,-16.2
145.3,145.4,-16.4,-16.3
145.4,145.5,-16.4,-16.3
145.5,145.6,-16.4,-16.3
145.3,145.4,-16.5,-16.4
145.4,145.5,-16.5,-16.4
145.4,145.5,-16.6,-16.5
145.5,145.6,-16.6,-16.5
145.5,145.6,-16.7,-16.6
145.6,145.7,-16.8,-16.7
145.7,145.8,-16.8,-16.7
